488: 1/1/2015 18:29 36.68, -97.01 Drizzle
489: 1/1/2015 18:30 37.72, -97.15 Rain/Snow
490: 1/1/2015 18:30 33.65, -95.51 Rain
491: 1/1/2015 18:30 37.47, -97.24 Ice Pellets
492: 1/1/2015 18:30 37.69, -97.34 Freezing Drizzle
493: 1/1/2015 18:30 37.65, -97.30 Rain
494: 1/1/2015 18:30 32.44, -98.99 Freezing Drizzle
495: 1/1/2015 18:31 35.09, -96.41 Freezing Rain
496: 1/1/2015 18:32 36.16, -95.87 Rain
497: 1/1/2015 18:33 34.68, -96.49 Freezing Rain
498: 1/1/2015 18:33 36.19, -95.16 Rain
499: 1/1/2015 18:34 35.98, -96.77 Ice Pellets
500: 1/1/2015 18:34 36.28, -97.30 Rain
501: 1/1/2015 18:36 35.14, -97.66 Freezing Drizzle
502: 1/1/2015 18:37 35.98, -96.75 Ice Pellets
503: 1/1/2015 18:37 33.22, -97.17 Drizzle
504: 1/1/2015 18:38 31.47, -97.11 Rain
505: 1/1/2015 18:38 45.81, -108.50 None
506: 1/1/2015 18:39 37.26, -97.11 Freezing Drizzle
507: 1/1/2015 18:39 30.33, -97.75 Drizzle
508: 1/1/2015 18:40 35.43, -96.58 Drizzle
509: 1/1/2015 18:42 36.17, -95.33 Drizzle
510: 1/1/2015 18:43 36.22, -96.98 Rain/Ice Pellets
511: 1/1/2015 18:44 34.94, -95.75 Rain
512: 1/1/2015 18:44 39.66, -85.14 Test
513: 1/1/2015 18:47 36.71, -96.00 None
514: 1/1/2015 18:48 34.35, -96.25 Rain
515: 1/1/2015 18:51 36.13, -95.96 Drizzle
516: 1/1/2015 18:51 36.17, -95.54 Drizzle
517: 1/1/2015 18:52 35.37, -98.10 Freezing Drizzle
518: 1/1/2015 18:52 33.17, -96.68 Drizzle
519: 1/1/2015 18:55 38.54, -106.93 Snow
520: 1/1/2015 18:55 37.65, -97.30 None
521: 1/1/2015 18:55 37.65, -97.30 None
522: 1/1/2015 18:57 35.42, -99.44 Freezing Drizzle
523: 1/1/2015 18:57 33.07, -97.02 Rain
524: 1/1/2015 18:59 35.33, -98.05 Freezing Drizzle
525: 1/1/2015 19:01 34.90, -92.10 Rain
526: 1/1/2015 19:01 37.57, -97.27 Freezing Drizzle
527: 1/1/2015 19:01 35.33, -98.01 Freezing Drizzle
528: 1/1/2015 19:06 36.21, -94.23 Rain
529: 1/1/2015 19:06 36.28, -97.30 Ice Pellets
530: 1/1/2015 19:07 35.55, -98.68 Freezing Drizzle
531: 1/1/2015 19:07 36.16, -95.83 Drizzle
532: 1/1/2015 19:08 36.30, -94.14 Freezing Drizzle
533: 1/1/2015 19:09 36.01, -93.45 Rain
534: 1/1/2015 19:09 35.61, -97.48 Ice Pellets
535: 1/1/2015 19:09 36.45, -94.12 Drizzle
536: 1/1/2015 19:10 35.91, -94.91 Freezing Rain
537: 1/1/2015 19:10 35.91, -94.91 Freezing Rain
538: 1/1/2015 19:10 46.18, -93.28 Snow
539: 1/1/2015 19:10 35.61, -97.48 Ice Pellets
540: 1/1/2015 19:13 36.07, -94.16 Ice Pellets
541: 1/1/2015 19:13 33.24, -96.80 Rain
542: 1/1/2015 19:14 35.99, -96.61 Drizzle
543: 1/1/2015 19:14 36.06, -95.86 None
544: 1/1/2015 19:17 33.80, -81.33 None
545: 1/1/2015 19:17 39.76, -93.51 None
546: 1/1/2015 19:18 36.44, -94.24 Rain/Ice Pellets
547: 1/1/2015 19:19 34.77, -96.68 Freezing Drizzle
548: 1/1/2015 19:20 40.82, -73.11 None
549: 1/1/2015 19:21 34.76, -96.66 Freezing Rain
550: 1/1/2015 19:21 34.76, -96.66 Freezing Rain
551: 1/1/2015 19:22 36.72, -95.93 Drizzle
552: 1/1/2015 19:24 26.27, -80.25 Rain
553: 1/1/2015 19:24 29.68, -95.25 None
554: 1/1/2015 19:25 36.06, -78.41 None
555: 1/1/2015 19:26 35.15, -97.64 Freezing Drizzle
556: 1/1/2015 19:28 34.20, -78.10 None
557: 1/1/2015 19:29 36.48, -94.12 Rain/Ice Pellets
558: 1/1/2015 19:30 41.31, -91.69 None
559: 1/1/2015 19:32 39.14, -77.22 None
560: 1/1/2015 19:33 35.54, -95.17 Rain
561: 1/1/2015 19:33 37.28, -107.86 Snow
562: 1/1/2015 19:37 29.56, -98.66 Drizzle
563: 1/1/2015 19:37 35.05, -93.39 Rain
564: 1/1/2015 19:40 43.91, -86.42 Snow
565: 1/1/2015 19:43 36.21, -96.11 Drizzle
566: 1/1/2015 19:44 35.98, -96.61 Freezing Drizzle
567: 1/1/2015 19:45 35.41, -99.41 Snow
568: 1/1/2015 19:46 35.89, -94.98 Drizzle
569: 1/1/2015 19:47 40.28, -79.48 Test
570: 1/1/2015 19:47 35.28, -93.16 Rain
571: 1/1/2015 19:47 33.13, -117.31 None
572: 1/1/2015 19:48 44.88, -94.02 None
573: 1/1/2015 19:49 32.47, -97.74 Drizzle
574: 1/1/2015 19:50 43.14, -77.68 None
575: 1/1/2015 19:51 36.11, -95.91 Rain
576: 1/1/2015 19:52 43.60, -86.36 Snow
577: 1/1/2015 19:54 39.34, -101.80 Ice Pellets
578: 1/1/2015 19:54 43.01, -85.64 Snow
579: 1/1/2015 19:54 34.58, -92.58 Rain
580: 1/1/2015 19:54 34.75, -92.45 Rain
581: 1/1/2015 19:55 34.64, -92.49 Rain
582: 1/1/2015 19:56 34.19, -84.73 Test
583: 1/1/2015 19:59 32.29, -96.54 None
584: 1/1/2015 20:01 36.08, -95.80 Rain
585: 1/1/2015 20:02 36.10, -95.95 Drizzle
586: 1/1/2015 20:02 36.09, -95.81 Freezing Rain
587: 1/1/2015 20:02 36.21, -94.23 Freezing Rain
588: 1/1/2015 20:02 36.01, -95.81 Freezing Rain
589: 1/1/2015 20:03 36.07, -95.76 Freezing Rain
590: 1/1/2015 20:04 36.21, -96.11 Freezing Drizzle
591: 1/1/2015 20:06 42.95, -85.62 Snow
592: 1/1/2015 20:07 36.13, -95.96 Rain
593: 1/1/2015 20:07 37.28, -107.86 Snow
594: 1/1/2015 20:08 37.22, -95.71 Rain
595: 1/1/2015 20:08 36.01, -95.92 Rain
596: 1/1/2015 20:13 36.06, -78.41 None
597: 1/1/2015 20:13 36.00, -96.10 Rain
598: 1/1/2015 20:15 31.47, -97.11 Drizzle
599: 1/1/2015 20:17 42.51, -85.34 Snow
600: 1/1/2015 20:21 32.44, -98.99 Rain
601: 1/1/2015 20:23 33.45, -96.74 Drizzle
602: 1/1/2015 20:25 36.28, -95.81 Rain/Ice Pellets
603: 1/1/2015 20:26 32.28, -96.54 Drizzle
604: 1/1/2015 20:27 30.50, -97.84 Drizzle
605: 1/1/2015 20:27 26.27, -80.26 Rain
606: 1/1/2015 20:27 33.46, -96.74 Drizzle
607: 1/1/2015 20:28 33.47, -96.74 Rain
608: 1/1/2015 20:29 36.66, -93.25 Drizzle
609: 1/1/2015 20:28 33.19, -96.43 Freezing Drizzle
610: 1/1/2015 20:28 33.19, -96.43 Freezing Drizzle
611: 1/1/2015 20:28 33.19, -96.43 Freezing Drizzle
612: 1/1/2015 20:29 34.25, -96.70 Rain
613: 1/1/2015 20:29 32.97, -96.99 Drizzle
614: 1/1/2015 20:29 35.43, -96.58 Freezing Drizzle
615: 1/1/2015 20:30 33.50, -96.72 Rain
616: 1/1/2015 20:31 33.51, -96.71 Rain
617: 1/1/2015 20:32 33.53, -96.71 Rain
618: 1/1/2015 20:33 36.14, -94.11 Rain
619: 1/1/2015 20:33 39.75, -82.64 None
620: 1/1/2015 20:34 35.99, -96.07 Freezing Rain
621: 1/1/2015 20:34 33.54, -96.71 Drizzle
622: 1/1/2015 20:35 33.56, -96.71 Drizzle
623: 1/1/2015 20:35 36.74, -95.92 Drizzle
624: 1/1/2015 20:35 33.57, -96.71 Drizzle
625: 1/1/2015 20:37 33.59, -96.70 Drizzle
626: 1/1/2015 20:37 36.74, -95.92 Rain
627: 1/1/2015 20:37 32.55, -97.12 Dense Fog
628: 1/1/2015 20:38 33.61, -96.70 Drizzle
629: 1/1/2015 20:39 32.55, -97.12 Dense Fog
630: 1/1/2015 20:40 33.63, -96.70 Drizzle
631: 1/1/2015 20:41 33.66, -96.70 Drizzle
632: 1/1/2015 20:43 33.69, -96.69 Rain
633: 1/1/2015 20:44 33.70, -96.68 Rain
634: 1/1/2015 22:51 35.21, -97.57 None
635: 1/1/2015 20:45 33.71, -96.68 Rain
636: 1/1/2015 20:46 33.73, -96.68 Rain
637: 1/1/2015 20:46 39.10, -87.42 None
638: 1/1/2015 20:47 33.75, -96.68 Rain
639: 1/1/2015 20:48 33.76, -96.68 Drizzle
640: 1/1/2015 20:49 39.46, -104.74 Snow
641: 1/1/2015 20:49 33.76, -96.68 Drizzle
642: 1/1/2015 20:50 38.20, -107.77 Snow
643: 1/1/2015 20:50 33.76, -96.67 Drizzle
644: 1/1/2015 20:51 36.09, -95.81 Freezing Rain
645: 1/1/2015 20:51 36.09, -95.93 Rain
646: 1/1/2015 20:52 30.55, -97.63 Drizzle
647: 1/1/2015 20:53 34.35, -92.89 Rain
648: 1/1/2015 20:54 32.96, -97.56 Freezing Rain
649: 1/1/2015 20:54 32.96, -97.56 Freezing Rain
650: 1/1/2015 20:55 34.34, -92.92 Rain
651: 1/1/2015 20:55 30.50, -97.84 Drizzle
652: 1/1/2015 20:58 32.39, -88.69 Rain
653: 1/1/2015 21:00 40.92, -81.68 None
654: 1/1/2015 21:01 31.86, -96.31 Rain
655: 1/1/2015 21:01 36.71, -96.00 Freezing Drizzle
656: 1/1/2015 21:01 36.71, -96.00 Freezing Drizzle
657: 1/1/2015 21:02 36.77, -96.00 Freezing Rain
658: 1/1/2015 21:05 36.43, -93.98 Freezing Drizzle
659: 1/1/2015 21:05 37.60, -94.94 Freezing Rain
660: 1/1/2015 21:05 37.83, -81.20 None
661: 1/1/2015 21:06 39.65, -104.82 Snow
662: 1/1/2015 21:07 36.79, -92.98 Rain
663: 1/1/2015 21:07 36.75, -91.80 Rain/Snow
664: 1/1/2015 21:09 45.37, -84.96 None
665: 1/1/2015 21:10 32.67, -97.47 Drizzle
666: 1/1/2015 21:11 26.14, -80.34 Rain
667: 1/1/2015 21:13 33.68, -87.25 Rain
668: 1/1/2015 21:14 45.05, -87.76 Snow
669: 1/1/2015 21:14 32.73, -97.38 Rain/Ice Pellets
670: 1/1/2015 21:16 33.65, -95.51 Rain
671: 1/1/2015 21:16 44.26, -88.45 None
672: 1/1/2015 21:16 44.26, -88.45 None
673: 1/1/2015 21:16 32.53, -92.06 Rain
674: 1/1/2015 21:17 33.24, -87.69 Drizzle
675: 1/1/2015 21:17 33.24, -87.69 Drizzle
676: 1/1/2015 21:18 35.86, -97.36 Freezing Drizzle
677: 1/1/2015 21:18 32.44, -98.99 Ice Pellets
678: 1/1/2015 21:22 42.31, -85.39 Snow
679: 1/1/2015 21:27 37.42, -94.71 Rain
680: 1/1/2015 21:30 32.44, -98.99 Freezing Drizzle
681: 1/1/2015 21:31 40.67, -73.51 None
682: 1/1/2015 21:37 36.96, -92.66 Rain
683: 1/1/2015 21:37 32.96, -97.56 Rain
684: 1/1/2015 21:39 42.90, -85.83 None
685: 1/1/2015 21:39 42.90, -85.83 None
686: 1/1/2015 21:39 42.90, -85.83 None
687: 1/1/2015 21:41 30.77, -95.64 Drizzle
688: 1/1/2015 21:44 37.15, -94.54 Drizzle
689: 1/1/2015 21:45 42.95, -85.62 Snow
690: 1/1/2015 21:45 31.74, -97.55 None
691: 1/1/2015 21:30 32.44, -98.99 Freezing Drizzle
692: 1/1/2015 21:46 32.88, -97.24 Rain
693: 1/1/2015 21:46 31.42, -100.48 Drizzle
694: 1/1/2015 21:48 35.46, -94.37 Rain
695: 1/1/2015 21:51 36.13, -97.06 None
696: 1/1/2015 21:53 37.37, -94.69 Ice Pellets
697: 1/1/2015 21:53 37.37, -94.69 Rain/Ice Pellets
698: 1/1/2015 21:53 42.76, -105.40 Test
699: 1/1/2015 21:54 35.38, -94.40 Drizzle
700: 1/1/2015 21:55 34.14, -90.77 Rain
701: 1/1/2015 21:58 33.48, -87.08 Rain
702: 1/1/2015 21:58 43.62, -116.33 None
703: 1/1/2015 15:13 33.98, -95.53 Rain
704: 1/1/2015 22:03 43.02, -85.71 Snow
705: 1/1/2015 22:01 38.89, -104.85 Snow
706: 1/1/2015 22:08 32.44, -98.99 Freezing Drizzle
707: 1/1/2015 22:09 33.94, -86.70 Rain
708: 1/1/2015 22:12 39.65, -104.82 Snow
709: 1/1/2015 22:13 34.60, -86.48 Rain
710: 1/1/2015 22:16 30.77, -95.63 Rain
711: 1/1/2015 22:17 34.70, -86.76 Drizzle
712: 1/1/2015 22:18 34.50, -97.00 Drizzle
713: 1/1/2015 22:18 35.37, -86.80 Drizzle
714: 1/1/2015 22:19 37.16, -88.73 Rain
715: 1/1/2015 22:21 44.95, -123.08 None
716: 1/1/2015 22:21 36.36, -96.00 Freezing Drizzle
717: 1/1/2015 22:24 35.15, -97.64 Freezing Drizzle
718: 1/1/2015 22:24 30.16, -95.45 Dense Fog
719: 1/1/2015 22:26 32.44, -98.99 Freezing Drizzle
720: 1/1/2015 21:37 32.96, -97.56 Rain
721: 1/1/2015 22:27 37.07, -88.59 Rain
722: 1/1/2015 22:28 43.06, -76.21 Test
723: 1/1/2015 22:30 39.25, -106.89 Snow
724: 1/1/2015 22:32 30.36, -98.94 Dense Fog
725: 1/1/2015 22:33 32.44, -98.99 Freezing Drizzle
726: 1/1/2015 22:33 48.80, -97.62 Test
727: 1/1/2015 22:33 48.80, -97.62 None
728: 1/1/2015 22:35 30.03, -95.46 Drizzle
729: 1/1/2015 22:36 35.09, -92.22 Rain
730: 1/1/2015 22:37 42.44, -96.37 None
731: 1/1/2015 22:38 32.98, -96.62 Drizzle
732: 1/1/2015 22:40 29.76, -83.32 Rain
733: 1/1/2015 22:41 39.65, -104.82 Snow
734: 1/1/2015 22:42 37.35, -95.26 Freezing Rain
735: 1/1/2015 22:42 35.65, -88.80 Rain
736: 1/1/2015 22:42 36.06, -78.41 None
737: 1/1/2015 22:43 36.80, -95.93 None
738: 1/1/2015 22:43 36.72, -97.07 Drizzle
739: 1/1/2015 22:45 39.53, -104.76 Snow
740: 1/1/2015 22:45 36.70, -97.07 Drizzle
741: 1/1/2015 22:46 48.80, -97.62 None
742: 1/1/2015 22:46 37.04, -93.23 Rain
743: 1/1/2015 22:47 32.96, -96.68 Rain
744: 1/1/2015 22:48 37.04, -93.23 Drizzle
745: 1/1/2015 22:50 30.04, -95.43 None
746: 1/1/2015 22:51 32.40, -90.78 Rain
747: 1/1/2015 22:54 33.76, -96.67 Rain
748: 1/1/2015 22:56 37.44, -94.70 Freezing Rain
749: 1/1/2015 22:56 37.44, -94.70 Freezing Rain
750: 1/1/2015 22:57 34.70, -86.76 Drizzle
751: 1/1/2015 22:58 29.59, -95.19 Drizzle
752: 1/1/2015 22:59 39.70, -104.85 Snow
753: 1/1/2015 23:02 33.24, -87.69 Drizzle
754: 1/1/2015 23:05 36.72, -86.52 Rain
755: 1/1/2015 23:09 33.76, -96.67 Rain
756: 1/1/2015 23:10 32.37, -90.72 Rain
757: 1/1/2015 23:11 31.74, -81.39 Drizzle
758: 1/1/2015 23:11 32.44, -98.99 Freezing Drizzle
759: 1/1/2015 23:17 33.24, -87.69 Rain
760: 1/1/2015 23:18 30.50, -97.84 Drizzle
761: 1/1/2015 23:19 31.60, -81.42 Drizzle
762: 1/1/2015 23:23 37.02, -76.43 Test
763: 1/1/2015 23:24 30.38, -97.69 Drizzle
764: 1/1/2015 23:26 38.90, -104.72 Snow
765: 1/1/2015 23:28 34.26, -88.71 Rain
766: 1/1/2015 23:28 37.01, -122.02 None
767: 1/1/2015 23:28 33.13, -117.31 None
768: 1/1/2015 23:29 36.14, -94.11 None
769: 1/1/2015 23:32 36.36, -94.27 Rain
770: 1/1/2015 23:32 34.81, -86.48 Rain
771: 1/1/2015 23:33 38.93, -104.78 Snow
772: 1/1/2015 23:33 31.39, -97.24 Dense Fog
773: 1/1/2015 23:33 31.39, -97.24 Dense Fog
774: 1/1/2015 23:35 42.93, -85.63 Snow
775: 1/1/2015 23:37 30.89, -97.40 Dense Fog
776: 1/1/2015 23:38 40.39, -76.66 Test
777: 1/1/2015 23:39 40.39, -76.66 None
778: 1/1/2015 23:39 33.01, -96.59 Rain
779: 1/1/2015 23:40 33.27, -87.16 Rain
780: 1/1/2015 23:42 32.98, -97.39 Test
781: 1/1/2015 23:44 35.30, -97.47 None
782: 1/1/2015 23:45 29.68, -95.25 Drizzle
783: 1/1/2015 23:45 36.06, -78.41 None
784: 1/1/2015 23:46 33.27, -87.16 Rain
785: 1/1/2015 23:52 33.58, -88.40 Rain
786: 1/1/2015 23:53 34.12, -87.65 Rain
787: 1/1/2015 23:58 30.03, -95.46 None
788: 1/1/2015 23:53 34.12, -87.65 Rain
789: 1/1/2015 23:53 34.12, -87.65 Rain
790: 1/1/2015 18:45 33.04, -96.71 Drizzle
791: 1/1/2015 23:53 34.12, -87.65 Rain
